,Pair,RC,IRS,STS,VTS,RRS,SD,TD,Target
500,"(131, 137)",55,18.33333333,5,15,90,1,6,0
501,"(131, 138)",60,0,0,5,90,4,274,0
502,"(131, 139)",60,0,0,5,90,4,273,0
503,"(131, 140)",65,25,5,15,85,3,101,0
504,"(131, 141)",65,25,5,15,85,3,114,0
505,"(131, 142)",65,36.66666667,0,10,90,1,164,0
506,"(132, 133)",95,83.33333333,15,20,100,1,247,1
507,"(132, 134)",80,0,0,5,95,0,521,0
508,"(132, 135)",75,0,0,5,100,3,211,0
509,"(132, 136)",80,37.5,15,25,90,2,236,0
510,"(132, 137)",75,35,15,15,100,3,108,0
511,"(132, 138)",80,0,0,5,100,0,160,0
512,"(132, 139)",80,0,0,5,100,0,159,0
513,"(132, 140)",75,0,0,5,95,1,13,0
514,"(132, 141)",75,0,0,5,95,1,0,0
515,"(132, 142)",75,35,0,5,100,3,50,0
516,"(133, 134)",75,0,0,5,95,1,274,0
517,"(133, 135)",70,0,5,5,100,2,36,0
518,"(133, 136)",75,29.16666667,5,10,90,1,11,0
519,"(133, 137)",80,26.66666667,0,0,100,2,139,0
520,"(133, 138)",75,0,0,5,100,1,407,0
521,"(133, 139)",75,0,0,5,100,1,406,0
522,"(133, 140)",70,0,0,5,95,0,234,0
523,"(133, 141)",70,0,0,5,95,0,247,0
524,"(133, 142)",70,26.66666667,0,5,100,2,297,0
525,"(134, 135)",85,70,50,60,95,3,310,0
526,"(134, 136)",90,37.5,15,25,85,2,285,0
527,"(134, 137)",65,0,5,15,95,3,413,0
528,"(134, 138)",80,0,25,35,95,0,681,0
529,"(134, 139)",80,0,25,35,95,0,680,0
530,"(134, 140)",75,0,60,70,90,1,508,0
531,"(134, 141)",75,0,60,70,90,1,521,0
532,"(134, 142)",75,35,70,85,95,3,571,0
533,"(135, 136)",85,45,25,40,90,1,25,1
534,"(135, 137)",60,20,20,45,100,0,103,0
535,"(135, 138)",65,0,15,25,100,3,371,0
536,"(135, 139)",65,0,15,25,100,3,370,0
537,"(135, 140)",70,26.66666667,35,55,95,2,198,0
538,"(135, 141)",70,26.66666667,35,55,95,2,211,0
539,"(135, 142)",80,40,35,70,100,0,261,0
540,"(136, 137)",75,45,30,30,90,1,128,0
541,"(136, 138)",70,0,20,25,90,2,396,0
542,"(136, 139)",70,0,20,25,90,2,395,0
543,"(136, 140)",75,29.16666667,15,25,85,1,223,0
544,"(136, 141)",75,29.16666667,15,25,85,1,236,0
545,"(136, 142)",85,45,20,30,90,1,286,0
546,"(137, 138)",75,0,15,15,100,3,268,0
547,"(137, 139)",75,0,15,15,100,3,267,0
548,"(137, 140)",70,26.66666667,10,10,95,2,95,0
549,"(137, 141)",70,26.66666667,15,15,95,2,108,0
550,"(137, 142)",70,40,15,15,100,0,158,0
551,"(138, 139)",100,100,100,100,100,0,1,1
552,"(138, 140)",85,0,30,30,95,1,173,0
553,"(138, 141)",85,0,25,30,95,1,160,0
554,"(138, 142)",75,0,35,40,100,3,110,0
555,"(139, 140)",85,0,15,20,95,1,172,0
556,"(139, 141)",85,0,15,20,95,1,159,0
557,"(139, 142)",75,0,35,40,100,3,109,0
558,"(140, 141)",100,100,100,100,100,0,13,1
559,"(140, 142)",80,53.33333333,45,50,95,2,63,0
560,"(141, 142)",80,53.33333333,45,50,95,2,50,0
