,Pair,RC,IRS,STS,VTS,RRS,SD,TD,Target
481,"(66, 73)",65,54.16666667,25,30,90,5,925,0
482,"(66, 74)",75,47.22222222,45,50,85,1,74,0
483,"(66, 75)",75,47.22222222,45,50,85,1,66,0
484,"(66, 76)",80,50.79365079,0,0,85,2,151,0
485,"(66, 77)",55,18.05555556,20,25,85,5,13,0
486,"(66, 78)",80,50.79365079,5,5,85,2,152,0
487,"(66, 79)",85,41.66666667,10,15,75,3,136,0
488,"(66, 80)",80,62.22222222,10,15,80,4,141,0
489,"(66, 81)",55,17.36111111,0,5,85,7,96,0
490,"(66, 82)",55,17.36111111,0,5,70,7,125,0
491,"(66, 83)",80,38.0952381,5,10,85,2,149,0
492,"(66, 84)",75,41.66666667,5,10,85,3,139,0
493,"(66, 85)",55,21.11111111,20,25,90,1,245,0
494,"(66, 86)",55,23.61111111,20,25,90,1,137,0
495,"(66, 87)",65,41.66666667,10,10,85,3,82,0
496,"(66, 88)",60,22.22222222,20,25,85,6,41,0
497,"(66, 89)",65,41.66666667,15,15,85,3,68,0
498,"(66, 90)",75,55.55555556,0,0,85,3,23,0
499,"(66, 91)",55,13.88888889,50,55,80,3,114,0
500,"(66, 92)",70,38.0952381,0,0,85,2,40,0
501,"(66, 93)",75,69.44444444,15,25,80,3,28,0
502,"(66, 94)",70,38.0952381,30,35,80,2,323,0
503,"(66, 95)",75,29.16666667,25,35,85,3,213,0
504,"(66, 96)",75,54.16666667,5,10,85,5,136,0
505,"(66, 97)",75,36.11111111,5,10,85,5,124,0
506,"(66, 98)",75,54.16666667,5,10,85,5,73,0
507,"(66, 99)",65,36.11111111,0,0,85,5,131,0
508,"(66, 100)",75,54.16666667,0,5,85,5,39,0
509,"(66, 101)",75,35.41666667,0,0,85,1,40,0
510,"(66, 102)",75,47.22222222,0,0,85,1,153,0
511,"(66, 103)",65,13.88888889,0,5,85,3,116,0
512,"(66, 104)",65,0,5,5,85,7,91,0
513,"(66, 105)",60,22.22222222,0,0,85,6,126,0
514,"(66, 106)",60,22.22222222,0,0,85,6,81,0
515,"(66, 107)",60,22.22222222,0,0,85,6,84,0
516,"(66, 108)",55,13.88888889,0,0,85,3,135,0
517,"(67, 68)",70,22.22222222,0,0,85,6,128,0
518,"(67, 69)",50,42.42424242,10,10,75,8,33,0
519,"(67, 70)",35,0,20,15,85,9,35,0
520,"(67, 71)",60,22.22222222,0,0,85,6,35,0
521,"(67, 72)",35,20.23809524,0,0,80,11,20,0
522,"(67, 73)",65,0,0,0,80,1,808,0
523,"(67, 74)",75,22.91666667,0,0,85,5,43,0
524,"(67, 75)",75,22.91666667,0,0,85,5,51,0
525,"(67, 76)",70,47.61904762,30,30,85,4,34,0
526,"(67, 77)",65,0,15,15,85,1,130,0
527,"(67, 78)",70,47.61904762,35,35,85,4,35,0
528,"(67, 79)",65,0,30,30,75,3,19,0
529,"(67, 80)",60,0,35,30,80,2,24,0
530,"(67, 81)",25,19.79166667,0,5,85,13,21,0
531,"(67, 82)",25,19.79166667,10,20,70,13,8,0
532,"(67, 83)",70,0,30,30,85,4,32,0
533,"(67, 84)",75,0,35,35,85,3,22,0
534,"(67, 85)",55,43.33333333,15,15,80,7,362,0
535,"(67, 86)",55,22.91666667,25,25,80,5,254,0
536,"(67, 87)",75,25,15,15,85,3,199,0
537,"(67, 88)",70,0,15,15,85,0,76,0
538,"(67, 89)",75,25,20,20,85,3,185,0
539,"(67, 90)",65,25,20,20,85,3,94,0
540,"(67, 91)",65,25,0,0,80,3,231,0
541,"(67, 92)",70,0,5,20,85,4,77,0
542,"(67, 93)",75,25,25,25,80,3,145,0
543,"(67, 94)",60,0,0,0,80,4,440,0
544,"(67, 95)",55,0,0,0,85,9,330,0
545,"(67, 96)",85,29.16666667,30,30,85,1,253,0
546,"(67, 97)",85,29.16666667,25,25,85,1,241,0
547,"(67, 98)",85,0,10,10,85,1,44,0
548,"(67, 99)",85,58.33333333,10,15,85,1,14,0
549,"(67, 100)",85,0,10,10,85,1,78,0
550,"(67, 101)",65,22.91666667,10,10,85,5,77,0
551,"(67, 102)",65,0,10,10,85,5,36,0
552,"(67, 103)",75,0,20,25,85,3,1,0
553,"(67, 104)",75,0,0,0,85,1,26,0
554,"(67, 105)",90,66.66666667,10,10,85,0,9,0
555,"(67, 106)",90,66.66666667,55,55,85,0,36,0
556,"(67, 107)",90,66.66666667,55,55,85,0,33,0
557,"(67, 108)",65,25,5,15,85,3,18,0
558,"(68, 69)",70,50.50505051,0,0,80,2,95,0
559,"(68, 70)",45,29.16666667,5,10,90,3,93,0
560,"(68, 71)",80,44.44444444,0,0,90,0,163,0
561,"(68, 72)",55,18.25396825,0,10,85,5,148,0
562,"(68, 73)",65,54.16666667,25,30,95,5,936,0
563,"(68, 74)",75,47.22222222,45,50,90,1,85,0
564,"(68, 75)",75,47.22222222,45,50,90,1,77,0
565,"(68, 76)",80,50.79365079,5,0,90,2,162,0
566,"(68, 77)",55,18.05555556,20,25,90,5,2,0
567,"(68, 78)",80,50.79365079,5,0,90,2,163,0
568,"(68, 79)",85,41.66666667,10,15,80,3,147,0
569,"(68, 80)",80,62.22222222,10,15,85,4,152,0
570,"(68, 81)",55,17.36111111,0,5,90,7,107,0
571,"(68, 82)",55,17.36111111,0,5,75,7,136,0
572,"(68, 83)",80,38.0952381,5,10,90,2,160,0
573,"(68, 84)",75,41.66666667,5,10,90,3,150,0
574,"(68, 85)",55,21.11111111,20,25,95,1,234,0
575,"(68, 86)",55,23.61111111,20,25,95,1,126,0
576,"(68, 87)",65,41.66666667,10,10,90,3,71,0
577,"(68, 88)",60,22.22222222,20,25,90,6,52,0
578,"(68, 89)",65,41.66666667,15,15,90,3,57,0
579,"(68, 90)",75,55.55555556,0,0,90,3,34,0
580,"(68, 91)",55,13.88888889,50,55,85,3,103,0
581,"(68, 92)",70,38.0952381,0,0,90,2,51,0
582,"(68, 93)",75,69.44444444,10,20,85,3,17,0
583,"(68, 94)",70,38.0952381,30,40,85,2,312,0
584,"(68, 95)",75,29.16666667,20,30,90,3,202,0
585,"(68, 96)",75,54.16666667,5,10,90,5,125,0
586,"(68, 97)",75,36.11111111,5,10,90,5,113,0
587,"(68, 98)",75,54.16666667,5,10,90,5,84,0
588,"(68, 99)",65,36.11111111,0,0,90,5,142,0
589,"(68, 100)",75,54.16666667,0,5,90,5,50,0
590,"(68, 101)",75,35.41666667,5,0,90,1,51,0
591,"(68, 102)",75,47.22222222,5,0,90,1,164,0
592,"(68, 103)",65,13.88888889,0,5,90,3,127,0
593,"(68, 104)",65,0,5,5,90,7,102,0
594,"(68, 105)",60,22.22222222,0,0,90,6,137,0
595,"(68, 106)",60,22.22222222,0,0,90,6,92,0
596,"(68, 107)",60,22.22222222,0,0,90,6,95,0
597,"(68, 108)",55,13.88888889,0,0,90,3,146,0
598,"(69, 70)",65,26.13636364,5,5,90,1,2,1
599,"(69, 71)",90,40.4040404,30,25,90,2,68,0
600,"(69, 72)",75,24.35064935,10,5,85,3,53,0
601,"(69, 73)",55,34.09090909,5,0,85,7,841,0
602,"(69, 74)",75,32.38636364,0,0,90,3,10,0
603,"(69, 75)",75,32.38636364,0,0,90,3,18,0
604,"(69, 76)",80,70.12987013,15,15,90,4,67,0
605,"(69, 77)",55,34.09090909,5,0,90,7,97,0
606,"(69, 78)",80,70.12987013,10,10,90,4,68,0
607,"(69, 79)",65,38.63636364,0,0,90,5,52,0
608,"(69, 80)",70,43.63636364,0,0,85,6,57,0
609,"(69, 81)",55,23.01136364,25,20,90,5,12,0
610,"(69, 82)",55,23.01136364,15,20,75,5,41,0
611,"(69, 83)",70,23.37662338,0,0,90,4,65,0
612,"(69, 84)",65,25.75757576,0,0,90,5,55,0
613,"(69, 85)",55,28.63636364,0,0,85,1,329,0
614,"(69, 86)",55,21.59090909,0,0,85,3,221,0
615,"(69, 87)",45,12.87878788,0,5,90,5,166,0
616,"(69, 88)",60,42.42424242,10,0,90,8,43,0
617,"(69, 89)",45,12.87878788,0,0,90,5,152,0
618,"(69, 90)",75,51.51515152,10,10,90,5,61,0
619,"(69, 91)",75,12.87878788,0,0,85,5,198,0
620,"(69, 92)",60,35.06493506,15,15,90,4,44,0
621,"(69, 93)",55,38.63636364,5,5,85,5,112,0
622,"(69, 94)",70,35.06493506,0,0,85,4,407,0
623,"(69, 95)",65,26.13636364,0,0,90,1,297,0
624,"(69, 96)",55,34.09090909,0,0,90,7,220,0
625,"(69, 97)",55,34.09090909,0,0,90,7,208,0
626,"(69, 98)",65,34.09090909,0,0,90,7,11,0
627,"(69, 99)",35,17.04545455,30,30,90,7,47,0
628,"(69, 100)",65,34.09090909,0,0,90,7,45,0
629,"(69, 101)",75,32.38636364,0,10,90,3,44,0
630,"(69, 102)",75,21.59090909,5,10,90,3,69,0
631,"(69, 103)",45,0,0,0,90,5,32,0
632,"(69, 104)",45,0,0,0,90,9,7,0
633,"(69, 105)",40,21.21212121,35,35,90,8,42,0
634,"(69, 106)",40,21.21212121,5,10,90,8,3,0
635,"(69, 107)",40,21.21212121,5,10,90,8,0,0
636,"(69, 108)",35,12.87878788,25,15,90,5,51,0
637,"(70, 71)",65,38.88888889,5,5,100,3,70,0
638,"(70, 72)",60,15.47619048,5,15,95,2,55,0
639,"(70, 73)",60,16.66666667,10,20,95,8,843,0
640,"(70, 74)",60,41.66666667,5,10,100,4,8,0
641,"(70, 75)",60,41.66666667,5,10,100,4,16,0
642,"(70, 76)",65,22.61904762,5,15,100,5,69,0
643,"(70, 77)",50,0,5,15,100,8,95,0
644,"(70, 78)",65,22.61904762,5,15,100,5,70,0
645,"(70, 79)",50,25,15,10,90,6,54,0
646,"(70, 80)",55,28.33333333,15,10,95,7,59,0
647,"(70, 81)",60,21.875,10,20,100,4,14,0
648,"(70, 82)",60,21.875,15,25,85,4,43,0
649,"(70, 83)",55,11.30952381,15,15,100,5,67,0
650,"(70, 84)",50,12.5,20,25,100,6,57,0
651,"(70, 85)",70,9.166666667,10,20,95,2,327,0
652,"(70, 86)",60,0,15,25,95,4,219,0
653,"(70, 87)",50,12.5,10,15,100,6,164,0
654,"(70, 88)",55,0,5,15,100,9,41,0
655,"(70, 89)",50,12.5,10,15,100,6,150,0
656,"(70, 90)",50,25,25,15,100,6,59,0
657,"(70, 91)",60,25,0,0,95,6,196,0
658,"(70, 92)",45,11.30952381,5,5,100,5,42,0
659,"(70, 93)",50,25,15,25,95,6,110,0
660,"(70, 94)",65,33.92857143,0,5,95,5,405,0
661,"(70, 95)",60,25,0,0,100,0,295,0
662,"(70, 96)",50,16.66666667,10,10,100,8,218,0
663,"(70, 97)",50,16.66666667,0,5,100,8,206,0
664,"(70, 98)",50,33.33333333,5,15,100,8,9,0
665,"(70, 99)",30,0,35,45,100,8,49,0
666,"(70, 100)",50,33.33333333,10,20,100,8,43,0
667,"(70, 101)",60,20.83333333,35,30,100,4,42,0
668,"(70, 102)",60,31.25,35,30,100,4,71,0
669,"(70, 103)",50,0,25,35,100,6,34,0
670,"(70, 104)",40,0,20,25,100,10,9,0
671,"(70, 105)",35,0,35,40,100,9,44,0
672,"(70, 106)",35,0,25,20,100,9,1,0
673,"(70, 107)",35,0,25,20,100,9,2,0
674,"(70, 108)",50,0,10,10,100,6,53,0
675,"(71, 72)",75,54.76190476,55,20,95,5,15,1
676,"(71, 73)",65,36.11111111,0,5,95,5,773,0
677,"(71, 74)",75,47.22222222,0,0,100,1,78,0
678,"(71, 75)",75,47.22222222,0,0,100,1,86,0
679,"(71, 76)",80,38.0952381,5,15,100,2,1,0
680,"(71, 77)",65,0,10,5,100,5,165,0
681,"(71, 78)",80,38.0952381,0,10,100,2,0,0
682,"(71, 79)",75,27.77777778,0,5,90,3,16,0
683,"(71, 80)",80,46.66666667,0,5,95,4,11,0
684,"(71, 81)",45,34.72222222,20,10,100,7,56,0
685,"(71, 82)",45,34.72222222,20,15,85,7,27,0
686,"(71, 83)",80,12.6984127,0,0,100,2,3,0
687,"(71, 84)",75,13.88888889,5,5,100,3,13,0
688,"(71, 85)",55,21.11111111,0,0,95,1,397,0
689,"(71, 86)",55,11.80555556,0,0,95,1,289,0
690,"(71, 87)",55,13.88888889,0,5,100,3,234,0
691,"(71, 88)",70,0,5,5,100,6,111,0
692,"(71, 89)",55,13.88888889,0,5,100,3,220,0
693,"(71, 90)",85,41.66666667,0,0,100,3,129,0
694,"(71, 91)",75,27.77777778,0,0,95,3,266,0
695,"(71, 92)",70,38.0952381,5,5,100,2,112,0
696,"(71, 93)",65,41.66666667,0,5,95,3,180,0
697,"(71, 94)",80,50.79365079,0,0,95,2,475,0
698,"(71, 95)",65,9.722222222,0,0,100,3,365,0
699,"(71, 96)",65,54.16666667,0,5,100,5,288,0
700,"(71, 97)",65,36.11111111,0,5,100,5,276,0
701,"(71, 98)",75,36.11111111,0,0,100,5,79,0
702,"(71, 99)",45,0,10,15,100,5,21,0
703,"(71, 100)",75,36.11111111,0,5,100,5,113,0
704,"(71, 101)",85,59.02777778,15,20,100,1,112,0
705,"(71, 102)",85,47.22222222,20,20,100,1,1,0
706,"(71, 103)",55,27.77777778,0,5,100,3,36,0
707,"(71, 104)",55,0,0,5,100,7,61,0
708,"(71, 105)",50,0,10,15,100,6,26,0
709,"(71, 106)",50,0,0,5,100,6,71,0
710,"(71, 107)",50,0,0,5,100,6,68,0
711,"(71, 108)",45,0,15,20,100,3,17,0
712,"(72, 73)",40,16.07142857,0,5,90,10,788,0
713,"(72, 74)",50,29.46428571,0,0,95,6,63,0
714,"(72, 75)",50,29.46428571,0,0,95,6,71,0
715,"(72, 76)",55,21.42857143,10,10,95,7,14,0
716,"(72, 77)",50,0,10,5,95,10,150,0
717,"(72, 78)",55,21.42857143,5,5,95,7,15,0
718,"(72, 79)",50,11.9047619,0,5,85,8,1,0
719,"(72, 80)",55,27.14285714,0,5,90,9,4,0
720,"(72, 81)",70,20.08928571,15,5,95,2,41,0
721,"(72, 82)",70,20.08928571,20,5,80,2,12,0
722,"(72, 83)",55,10.71428571,0,0,95,7,12,0
723,"(72, 84)",50,11.9047619,5,0,95,8,2,0
724,"(72, 85)",40,17.14285714,0,5,90,4,382,0
725,"(72, 86)",40,9.821428571,0,5,90,6,274,0
726,"(72, 87)",40,11.9047619,0,10,95,8,219,0
727,"(72, 88)",45,0,5,5,95,11,96,0
728,"(72, 89)",40,11.9047619,0,10,95,8,205,0
729,"(72, 90)",60,11.9047619,0,0,95,8,114,0
730,"(72, 91)",50,11.9047619,0,0,90,8,251,0
731,"(72, 92)",55,21.42857143,10,5,95,7,97,0
732,"(72, 93)",40,23.80952381,0,10,90,8,165,0
733,"(72, 94)",55,21.42857143,0,20,90,7,460,0
734,"(72, 95)",50,7.738095238,0,5,95,2,350,0
735,"(72, 96)",40,32.14285714,0,5,95,10,273,0
736,"(72, 97)",40,16.07142857,0,5,95,10,261,0
737,"(72, 98)",50,16.07142857,0,5,95,10,64,0
738,"(72, 99)",20,0,10,5,95,10,6,0
739,"(72, 100)",50,16.07142857,0,5,95,10,98,0
740,"(72, 101)",60,39.28571429,15,10,95,6,97,0
741,"(72, 102)",60,29.46428571,20,10,95,6,16,0
742,"(72, 103)",40,23.80952381,0,5,95,8,21,0
743,"(72, 104)",30,0,0,5,95,12,46,0
744,"(72, 105)",25,0,10,5,95,11,11,0
745,"(72, 106)",25,0,0,5,95,11,56,0
746,"(72, 107)",25,0,0,5,95,11,53,0
747,"(72, 108)",20,0,15,5,95,8,2,0
748,"(73, 74)",60,37.5,25,25,95,4,851,0
749,"(73, 75)",60,37.5,25,30,95,4,859,0
750,"(73, 76)",75,39.28571429,0,5,95,3,774,0
751,"(73, 77)",80,25,60,65,95,0,938,0
752,"(73, 78)",75,39.28571429,0,5,95,3,773,0
753,"(73, 79)",80,41.66666667,10,15,85,2,789,0
754,"(73, 80)",85,67.5,10,15,90,1,784,0
755,"(73, 81)",40,31.25,0,5,95,12,829,0
756,"(73, 82)",40,31.25,0,5,80,12,800,0
757,"(73, 83)",65,19.64285714,5,10,95,3,776,0
758,"(73, 84)",60,20.83333333,10,10,95,2,786,0
759,"(73, 85)",50,17.5,20,25,100,6,1170,0
760,"(73, 86)",70,18.75,15,20,100,4,1062,0
761,"(73, 87)",70,20.83333333,10,15,95,2,1007,0
762,"(73, 88)",85,29.16666667,60,70,95,1,884,0
763,"(73, 89)",70,20.83333333,20,25,95,2,993,0
764,"(73, 90)",80,41.66666667,0,0,95,2,902,0
765,"(73, 91)",60,0,25,25,90,2,1039,0
766,"(73, 92)",55,0,0,10,95,3,885,0
767,"(73, 93)",80,62.5,40,45,90,2,953,0
768,"(73, 94)",85,58.92857143,45,50,90,3,1248,0
769,"(73, 95)",50,16.66666667,40,50,95,8,1138,0
770,"(73, 96)",80,50,15,25,95,0,1061,0
771,"(73, 97)",80,25,15,25,95,0,1049,0
772,"(73, 98)",80,50,50,60,95,0,852,0
773,"(73, 99)",70,25,5,5,95,0,794,0
774,"(73, 100)",80,50,50,60,95,0,886,0
775,"(73, 101)",70,56.25,0,0,95,4,885,0
776,"(73, 102)",70,56.25,0,0,95,4,772,0
777,"(73, 103)",70,20.83333333,0,5,95,2,809,0
778,"(73, 104)",80,0,5,10,95,2,834,0
779,"(73, 105)",75,29.16666667,5,0,95,1,799,0
780,"(73, 106)",75,29.16666667,0,0,95,1,844,0
781,"(73, 107)",75,29.16666667,0,0,95,1,841,0
782,"(73, 108)",70,41.66666667,5,0,95,2,790,0
783,"(74, 75)",100,100,100,100,100,0,8,1
784,"(74, 76)",85,26.78571429,0,0,100,1,77,0
785,"(74, 77)",60,18.75,10,10,100,4,87,0
786,"(74, 78)",85,26.78571429,0,0,100,1,78,0
787,"(74, 79)",70,29.16666667,10,10,90,2,62,0
788,"(74, 80)",65,48.75,10,10,95,3,67,0
789,"(74, 81)",50,9.375,0,5,100,8,22,0
790,"(74, 82)",50,9.375,0,5,85,8,51,0
791,"(74, 83)",75,40.17857143,5,10,100,1,75,0
792,"(74, 84)",70,43.75,5,10,100,2,65,0
793,"(74, 85)",60,0,20,25,95,2,319,0
794,"(74, 86)",60,12.5,0,5,95,0,211,0
795,"(74, 87)",60,29.16666667,15,10,100,2,156,0
796,"(74, 88)",65,22.91666667,10,10,100,5,33,0
797,"(74, 89)",60,29.16666667,15,10,100,2,142,0
798,"(74, 90)",60,29.16666667,0,0,100,2,51,0
799,"(74, 91)",80,0,75,80,95,2,188,0
800,"(74, 92)",75,40.17857143,5,5,100,1,34,0
801,"(74, 93)",80,43.75,0,5,95,2,102,0
802,"(74, 94)",75,40.17857143,15,20,95,1,397,0
803,"(74, 95)",70,10.41666667,20,30,100,4,287,0
804,"(74, 96)",80,37.5,0,0,100,4,210,0
805,"(74, 97)",80,18.75,0,0,100,4,198,0
806,"(74, 98)",70,56.25,10,20,100,4,1,0
807,"(74, 99)",60,18.75,0,0,100,4,57,0
808,"(74, 100)",70,56.25,5,15,100,4,35,0
809,"(74, 101)",70,37.5,0,0,100,0,34,0
810,"(74, 102)",70,50,0,0,100,0,79,0
811,"(74, 103)",60,29.16666667,5,5,100,2,42,0
812,"(74, 104)",60,0,0,0,100,6,17,0
813,"(74, 105)",65,22.91666667,0,0,100,5,52,0
814,"(74, 106)",65,22.91666667,0,0,100,5,7,0
815,"(74, 107)",65,22.91666667,0,0,100,5,10,0
816,"(74, 108)",50,14.58333333,0,0,100,2,61,0
817,"(75, 76)",85,26.78571429,0,0,100,1,85,0
818,"(75, 77)",60,18.75,10,10,100,4,79,0
819,"(75, 78)",85,26.78571429,0,0,100,1,86,0
820,"(75, 79)",70,29.16666667,10,10,90,2,70,0
821,"(75, 80)",65,48.75,5,5,95,3,75,0
822,"(75, 81)",50,9.375,0,5,100,8,30,0
823,"(75, 82)",50,9.375,0,5,85,8,59,0
824,"(75, 83)",75,40.17857143,5,10,100,1,83,0
825,"(75, 84)",70,43.75,5,10,100,2,73,0
826,"(75, 85)",60,0,20,25,95,2,311,0
827,"(75, 86)",60,12.5,0,5,95,0,203,0
828,"(75, 87)",60,29.16666667,15,10,100,2,148,0
829,"(75, 88)",65,22.91666667,10,10,100,5,25,0
830,"(75, 89)",60,29.16666667,15,10,100,2,134,0
831,"(75, 90)",60,29.16666667,0,0,100,2,43,0
832,"(75, 91)",80,0,75,80,95,2,180,0
833,"(75, 92)",75,40.17857143,5,5,100,1,26,0
834,"(75, 93)",80,43.75,0,5,95,2,94,0
835,"(75, 94)",75,40.17857143,10,20,95,1,389,0
836,"(75, 95)",70,10.41666667,20,30,100,4,279,0
837,"(75, 96)",80,37.5,0,0,100,4,202,0
838,"(75, 97)",80,18.75,0,5,100,4,190,0
839,"(75, 98)",70,56.25,15,25,100,4,7,0
840,"(75, 99)",60,18.75,0,0,100,4,65,0
841,"(75, 100)",70,56.25,10,20,100,4,27,0
842,"(75, 101)",70,37.5,0,0,100,0,26,0
843,"(75, 102)",70,50,0,0,100,0,87,0
844,"(75, 103)",60,29.16666667,5,5,100,2,50,0
845,"(75, 104)",60,0,0,0,100,6,25,0
846,"(75, 105)",65,22.91666667,0,0,100,5,60,0
847,"(75, 106)",65,22.91666667,0,0,100,5,15,0
848,"(75, 107)",65,22.91666667,0,0,100,5,18,0
849,"(75, 108)",50,14.58333333,0,0,100,2,69,0
850,"(76, 77)",65,19.64285714,15,15,100,3,164,0
851,"(76, 78)",100,100,90,95,100,0,1,1
852,"(76, 79)",75,61.9047619,25,30,90,1,15,0
853,"(76, 80)",80,51.42857143,25,30,95,2,10,0
854,"(76, 81)",45,30.80357143,20,30,100,9,55,0
855,"(76, 82)",45,30.80357143,10,10,85,9,26,0
856,"(76, 83)",80,28.57142857,25,25,100,0,2,0
857,"(76, 84)",75,15.47619048,30,35,100,1,12,0
858,"(76, 85)",65,36.42857143,35,40,95,3,396,0
859,"(76, 86)",65,26.78571429,35,40,95,1,288,0
860,"(76, 87)",65,15.47619048,30,35,100,1,233,0
861,"(76, 88)",70,23.80952381,20,15,100,4,110,0
862,"(76, 89)",65,15.47619048,20,25,100,1,219,0
863,"(76, 90)",75,30.95238095,5,5,100,1,128,0
864,"(76, 91)",75,15.47619048,0,0,95,1,265,0
865,"(76, 92)",60,14.28571429,10,5,100,0,111,0
866,"(76, 93)",75,46.42857143,30,35,95,1,179,0
867,"(76, 94)",80,57.14285714,5,10,95,0,474,0
868,"(76, 95)",65,11.30952381,5,5,100,5,364,0
869,"(76, 96)",75,39.28571429,35,40,100,3,287,0
870,"(76, 97)",75,58.92857143,35,40,100,3,275,0
871,"(76, 98)",85,39.28571429,25,30,100,3,78,0
872,"(76, 99)",55,19.64285714,20,25,100,3,20,0
873,"(76, 100)",85,39.28571429,30,35,100,3,112,0
874,"(76, 101)",75,40.17857143,25,25,100,1,111,0
875,"(76, 102)",75,26.78571429,20,20,100,1,2,0
876,"(76, 103)",65,0,10,15,100,1,35,0
877,"(76, 104)",65,32.14285714,10,15,100,5,60,0
878,"(76, 105)",60,23.80952381,15,20,100,4,25,0
879,"(76, 106)",60,23.80952381,40,40,100,4,70,0
880,"(76, 107)",60,23.80952381,45,40,100,4,67,0
881,"(76, 108)",55,15.47619048,20,15,100,1,16,0
882,"(77, 78)",65,19.64285714,15,15,100,3,165,0
883,"(77, 79)",70,20.83333333,15,20,90,2,149,0
884,"(77, 80)",75,22.5,10,15,95,1,154,0
885,"(77, 81)",40,15.625,0,5,100,12,109,0
886,"(77, 82)",40,15.625,0,5,85,12,138,0
887,"(77, 83)",75,39.28571429,5,10,100,3,162,0
888,"(77, 84)",70,41.66666667,5,10,100,2,152,0
889,"(77, 85)",30,0,30,30,95,6,232,0
890,"(77, 86)",50,0,20,25,95,4,124,0
891,"(77, 87)",60,0,15,20,100,2,69,0
892,"(77, 88)",95,87.5,95,100,100,1,54,1
893,"(77, 89)",60,0,20,25,100,2,55,0
894,"(77, 90)",70,0,0,0,100,2,36,0
895,"(77, 91)",70,20.83333333,20,20,95,2,101,0
896,"(77, 92)",65,39.28571429,0,10,100,3,53,0
897,"(77, 93)",60,0,20,25,95,2,15,0
898,"(77, 94)",75,19.64285714,35,40,95,3,310,0
899,"(77, 95)",50,16.66666667,35,45,100,8,200,0
900,"(77, 96)",70,0,55,65,100,0,123,0
901,"(77, 97)",70,0,55,65,100,0,111,0
902,"(77, 98)",70,25,60,75,100,0,86,0
903,"(77, 99)",60,0,5,5,100,0,144,0
904,"(77, 100)",70,25,55,70,100,0,52,0
905,"(77, 101)",70,18.75,0,0,100,4,53,0
906,"(77, 102)",70,18.75,0,0,100,4,166,0
907,"(77, 103)",60,0,0,5,100,2,129,0
908,"(77, 104)",80,0,5,10,100,2,104,0
909,"(77, 105)",65,0,5,5,100,1,139,0
910,"(77, 106)",65,0,10,10,100,1,94,0
911,"(77, 107)",65,0,10,10,100,1,97,0
912,"(77, 108)",60,20.83333333,5,0,100,2,148,0
913,"(78, 79)",75,61.9047619,25,30,90,1,16,0
914,"(78, 80)",80,51.42857143,25,30,95,2,11,0
915,"(78, 81)",45,30.80357143,20,30,100,9,56,0
916,"(78, 82)",45,30.80357143,10,10,85,9,27,0
917,"(78, 83)",80,28.57142857,30,30,100,0,3,0
918,"(78, 84)",75,15.47619048,35,40,100,1,13,0
919,"(78, 85)",65,36.42857143,40,45,95,3,397,0
920,"(78, 86)",65,26.78571429,40,45,95,1,289,0
921,"(78, 87)",65,15.47619048,30,35,100,1,234,0
922,"(78, 88)",70,23.80952381,20,15,100,4,111,0
923,"(78, 89)",65,15.47619048,20,30,100,1,220,0
924,"(78, 90)",75,30.95238095,5,5,100,1,129,0
925,"(78, 91)",75,15.47619048,0,0,95,1,266,0
926,"(78, 92)",60,14.28571429,5,5,100,0,112,0
927,"(78, 93)",75,46.42857143,30,35,95,1,180,0
928,"(78, 94)",80,57.14285714,5,10,95,0,475,0
929,"(78, 95)",65,11.30952381,5,5,100,5,365,0
930,"(78, 96)",75,39.28571429,35,40,100,3,288,0
931,"(78, 97)",75,58.92857143,35,40,100,3,276,0
932,"(78, 98)",85,39.28571429,25,35,100,3,79,0
933,"(78, 99)",55,19.64285714,20,30,100,3,21,0
934,"(78, 100)",85,39.28571429,30,35,100,3,113,0
935,"(78, 101)",75,40.17857143,25,25,100,1,112,0
936,"(78, 102)",75,26.78571429,20,20,100,1,1,0
937,"(78, 103)",65,0,10,15,100,1,36,0
938,"(78, 104)",65,32.14285714,10,15,100,5,61,0
939,"(78, 105)",60,23.80952381,15,20,100,4,26,0
940,"(78, 106)",60,23.80952381,35,35,100,4,71,0
941,"(78, 107)",60,23.80952381,40,40,100,4,68,0
942,"(78, 108)",55,15.47619048,15,10,100,1,17,0
943,"(79, 80)",95,73.33333333,85,95,85,1,5,1
944,"(79, 81)",50,45.83333333,0,15,90,10,40,0
945,"(79, 82)",50,45.83333333,10,25,75,10,11,0
946,"(79, 83)",65,30.95238095,40,50,90,1,13,0
947,"(79, 84)",60,16.66666667,45,55,90,0,3,0
948,"(79, 85)",40,0,40,40,85,4,381,0
949,"(79, 86)",50,0,60,65,85,2,273,0
950,"(79, 87)",50,0,50,55,90,0,218,0
951,"(79, 88)",75,25,10,15,90,3,95,0
952,"(79, 89)",50,0,50,55,90,0,204,0
953,"(79, 90)",80,16.66666667,10,10,90,0,113,0
954,"(79, 91)",60,0,10,10,85,0,250,0
955,"(79, 92)",75,15.47619048,5,10,90,1,96,0
956,"(79, 93)",80,33.33333333,15,20,85,0,164,0
957,"(79, 94)",75,61.9047619,10,15,85,1,459,0
958,"(79, 95)",60,12.5,10,15,90,6,349,0
959,"(79, 96)",80,20.83333333,25,30,90,2,272,0
960,"(79, 97)",80,41.66666667,30,35,90,2,260,0
961,"(79, 98)",70,41.66666667,15,20,90,2,63,0
962,"(79, 99)",60,0,5,10,90,2,5,0
